index,Address_x,Beds,Baths,Area,Noise,PropertyType,DaysOnRealtor.com,YearBuilt,Latitude,Longitude,Accuracy Score,City_x,County,FemaInfo,FloodFactorInfo,LastSoldAmt,LastSoldYear,SizeRank,zillow_price,zillow_price_change,zillow_price_change_rate,zillow_price_change_percent,last_sold_price_change,last_sold_price_change_percent,yearly_price_delta,yearly_price_delta_percent
885,"7128 Marbella Ct Unit 201, Cape Canaveral, FL, 32920",3.0,2.0,2187.0, Medium,Condo,8.0,2005.0,28.382193,-80.608652,1.0,Cape Canaveral,Brevard County,X   (),flood_factor_high,440000,2005.0,6619,325331.0,34169.0,2135.5625,0.10502841721200867,-100.0,-0.0002272727272727273,-2140.1079545454545,-0.10525568993928144
902,"742 Bayside Dr Unit 303, Cape Canaveral, FL, 32920",3.0,2.0,2032.0, Low,Condo,37.0,2004.0,28.394878,-80.61686,1.0,Cape Canaveral,Brevard County,X   (),flood_factor_high,335000,2016.0,6619,271666.0,87834.0,17566.8,0.3233161308371309,84900.0,0.25343283582089554,-13707.709090909091,-0.06988329501623536
968,"8505 Canaveral Blvd, Cape Canaveral, FL, 32920",3.0,2.0,1968.0, Medium,Townhome,66.0,1996.0,28.393987,-80.60361400000002,1.0,Cape Canaveral,Brevard County,X   (),flood_factor_high,108000,1996.0,6619,129326.0,230174.0,9206.96,1.7797967926016425,211900.0,1.9620370370370368,424.8581818181829,0.1822402444353948
969,"8526 Abaco Ct, Cape Canaveral, FL, 32920",3.0,2.5,1696.0, Medium,Townhome,51.0,2005.0,28.394501,-80.59789599999998,1.0,Cape Canaveral,Brevard County,X   (),flood_factor_high,151000,2011.0,6619,194875.0,164625.0,16462.5,0.844772289929442,198900.0,1.3172185430463577,-7421.590909090909,0.4724462531169157
971,"8536 Abaco Ct, Cape Canaveral, FL, 32920",3.0,2.5,1696.0, Medium,Townhome,5.0,2005.0,28.394583,-80.597897,1.0,Cape Canaveral,Brevard County,X   (),flood_factor_high,175000,2009.0,6619,227660.0,131840.0,10986.666666666666,0.5791091979267329,174900.0,0.9994285714285714,-3036.666666666666,0.42031937350183857
15,"1011 Seagate Dr, Delray Beach, FL, 33483",5.0,5.5,4902.0, Medium,Single Family Home,130.0,2011.0,26.446853000000004,-80.062212,1.0,Delray Beach,Palm Beach County,AE   (),flood_factor_high,700000,2007.0,5841,2933309.0,687019.0,49072.78571428573,0.2342129656302831,3595000.0,5.135714285714286,114336.3051948052,4.901501320084003
564,"3130 Jasmine Ct, Delray Beach, FL, 33483",5.0,6.0,6025.0, Medium,Single Family Home,238.0,1980.0,26.425192,-80.067018,1.0,Delray Beach,Palm Beach County,AE   (),flood_factor_high,160000,2014.0,5841,2561445.0,1058883.0,151269.0,0.4133928309996897,3510000.0,21.9375,8276.454545454559,21.52410716900031
17,"10215 Count Fleet Dr, Ruskin, FL, 33573",4.0,2.5,2620.0, Low,Single Family Home,16.0,2016.0,27.77049,-82.33973,1.0,Ruskin,Hillsborough County,X   (),flood_factor_low,255000,2017.0,1934,218836.0,34887.0,8721.75,0.15942075344093293,95000.0,0.3725490196078432,-4403.568181818182,0.21312826616691025
18,"10221 Key Plum St, Plantation, FL, 33324",5.0,3.0,3000.0, Medium,Single Family Home,33.0,2006.0,26.110174,-80.284467,1.0,Plantation,Broward County,X500   (),flood_factor_low,1050000,2007.0,646,1067362.0,-132630.0,-9473.57142857143,-0.12425962325808865,-100100.0,-0.09533333333333334,4923.571428571428,0.028926289924755294
901,"741 Mockingbird Ln, Plantation, FL, 33324",5.0,3.5,3621.0, Medium,Single Family Home,135.0,1978.0,26.111055,-80.28171400000002,1.0,Plantation,Broward County,X500   (),flood_factor_low,335000,2010.0,646,646173.0,288559.0,26232.636363636364,0.4465661672648037,320000.0,0.9552238805970148,-11687.181818181818,0.5086577133322112
19,"10228 Golden Eagle Dr, Seminole, FL, 33778",4.0,3.5,3460.0, Medium,Single Family Home,68.0,2005.0,27.865964,-82.79849,1.0,Largo,Pinellas County,X   (),flood_factor_low,865000,2019.0,6784,302744.0,43815.0,21907.5,0.14472623734904738,100000.0,0.11560693641618495,-17362.045454545456,-0.029119300932862413
72,"11197 103rd Ter, Seminole, FL, 33778",4.0,2.0,2618.0, Medium,Single Family Home,46.0,1967.0,27.867447,-82.793509,0.8,Largo,Pinellas County,X   (),flood_factor_low,249000,2009.0,6784,213294.0,133265.0,11105.416666666664,0.6247948840567479,230900.0,0.9273092369477912,-609.9621212121201,0.3025143528910432
20,"1023 S Pointe Alexis Dr, Tarpon Springs, FL, 34689",4.0,2.0,3142.0, Low,Single Family Home,33.0,1987.0,28.161044,-82.788128,1.0,Tarpon Springs,Pinellas County,AE   (),flood_factor_high,420000,2020.0,3087,334498.0,41660.0,41660.0,0.12454484032789435,39900.0,0.095,-39846.36363636364,-0.029544840327894336
22,"1028 Sandys Way, Key West, FL, 33040",4.0,3.0,2642.0, N/A,Single Family Home,15.0,2006.0,24.569017,-81.761101,1.0,Key West,Monroe County,AE   (),flood_factor_high,950000,2020.0,1874,1043011.0,19348.0,19348.0,0.01855013993141012,345000.0,0.3631578947368421,-3666.181818181818,0.34460775480543204
208,"1401 White St, Key West, FL, 33040",4.0,3.5,1995.0, N/A,Single Family Home,95.0,1920.0,24.552211,-81.787945,1.0,Key West,Monroe County,AE   (),flood_factor_high,601000,2015.0,1874,876665.0,185694.0,30949.0,0.2118186536476305,1294000.0,2.153078202995008,27869.181818181816,1.9412595493473777
23,"1028 SE Bel Air Dr Unit 1, Highland Beach, FL, 33487",2.0,2.0,1500.0, Low,Condo,47.0,1981.0,26.396437,-80.06829599999998,1.0,Highland Beach,Palm Beach County,AE   (),flood_factor_high,360000,2012.0,4129,212770.0,147044.0,16338.222222222224,0.6910936692202848,350000.0,0.9722222222222222,-429.1313131313127,0.2811285530019374
477,"2565 S Ocean Blvd Unit 104N, Highland Beach, FL, 33487",2.0,2.5,2307.0, Medium,Condo,5.0,1981.0,26.427742,-80.063252,1.0,Highland Beach,Palm Beach County,VE   (),flood_factor_low,535000,2010.0,4129,241737.0,118077.0,10734.272727272728,0.4884523262884871,214000.0,0.4,-1007.0,-0.08845232628848704
560,"3114 S Ocean Blvd Apt 205, Highland Beach, FL, 33487",2.0,2.0,1102.0, Medium,Condo,65.0,1970.0,26.418537,-80.06559399999998,1.0,Highland Beach,Palm Beach County,AE   (),flood_factor_high,297000,2019.0,4129,338794.0,21020.0,10510.0,0.06204360171667739,78000.0,0.26262626262626265,-6964.545454545454,0.20058266090958526
578,"3210 S Ocean Blvd Ph 2, Highland Beach, FL, 33487",2.0,2.0,1672.0, Medium,Condo,12.0,1991.0,26.417644,-80.065297,1.0,Highland Beach,Palm Beach County,AE   (),flood_factor_high,760000,2019.0,4129,338794.0,21020.0,10510.0,0.06204360171667739,99900.0,0.13144736842105262,-5969.090909090909,0.06940376670437523
600,"3505 S Ocean Blvd Apt 6N, Highland Beach, FL, 33487",2.0,2.5,2659.0, Medium,Condo,44.0,1987.0,26.412746,-80.064313,1.0,Highland Beach,Palm Beach County,VE   (),flood_factor_high,725000,2013.0,4129,225240.0,134574.0,16821.75,0.5974693660095898,974999.0,1.3448262068965515,27496.386363636364,0.747356840886962
606,"3594 S Ocean Blvd Apt 605, Highland Beach, FL, 33487",2.0,2.0,1400.0, Medium,Condo,144.0,1997.0,26.411732,-80.065603,1.0,Highland Beach,Palm Beach County,AE   (),flood_factor_high,422000,2019.0,4129,338794.0,21020.0,10510.0,0.06204360171667739,208000.0,0.4928909952606635,-1055.454545454546,0.4308473935439861
618,"3720 S Ocean Blvd Apt 1206, Highland Beach, FL, 33487",2.0,2.5,2292.0, Low,Condo,37.0,2001.0,26.408566,-80.066927,1.0,Highland Beach,Palm Beach County,AE   (),flood_factor_low,560000,2002.0,4129,188314.0,171500.0,9026.315789473683,0.910712958144376,765000.0,1.3660714285714286,25746.411483253585,0.4553584704270527
632,"3908 S Ocean Blvd Unit 122, Highland Beach, FL, 33487",2.0,2.5,2057.0, Medium,Townhome,193.0,1976.0,26.405392,-80.066294,1.0,Highland Beach,Palm Beach County,AE   (),flood_factor_high,243000,2013.0,4129,225240.0,134574.0,16821.75,0.5974693660095898,201900.0,0.8308641975308642,-7644.477272727272,0.2333948315212744
24,"1031 1st St S Apt 1001, Jacksonville Beach, FL, 32250",2.0,2.0,1560.0, Medium,Condo,95.0,2006.0,30.278223,-81.386813,1.0,Jacksonville Beach,Duval County,AO   (),flood_factor_high,695000,2007.0,2488,330736.0,14287.0,1020.5,0.04319759566542498,134900.0,0.19410071942446044,5111.318181818182,0.15090312375903545
25,"1031 1st St S Apt 408, Jacksonville Beach, FL, 32250",2.0,2.0,1560.0, Medium,Condo,8.0,2006.0,30.278223,-81.386813,1.0,Jacksonville Beach,Duval County,AO   (),flood_factor_high,560000,2017.0,2488,270560.0,74463.0,18615.75,0.2752180662329982,299000.0,0.5339285714285714,-5024.84090909091,0.2587105051955732
111,"1175 2nd St N, Jacksonville Beach, FL, 32250",2.0,1.5,1020.0, Medium,Townhome,7.0,1997.0,30.299242,-81.392599,1.0,Jacksonville Beach,Duval County,X500   (),flood_factor_high,301000,2016.0,2488,254219.0,90804.0,18160.8,0.3571880937302089,149000.0,0.4950166112956811,-11388.072727272727,0.1378285175654721
352,"1901 1st St N Apt 1502, Jacksonville Beach, FL, 32250",2.0,2.0,1212.0, Medium,Condo,15.0,1982.0,30.306816,-81.393027,1.0,Jacksonville Beach,Duval County,X   (),flood_factor_low,370000,2018.0,2488,299116.0,45907.0,15302.333333333336,0.15347557469342998,190000.0,0.5135135135135135,-6665.969696969699,0.3600379388200835
26,"10310 SW Visconti Way, Port Saint Lucie, FL, 34986",3.0,3.5,2733.0, Low,Single Family Home,61.0,2013.0,27.30307100000001,-80.430589,1.0,Port Saint Lucie,St. Lucie County,X   (),flood_factor_low,419000,2014.0,3044,189000.0,97304.0,13900.571428571433,0.5148359788359789,160000.0,0.3818615751789976,-6627.844155844156,-0.13297440365698127
52,"10879 SW Visconti Way, Port Saint Lucie, FL, 34986",3.0,2.5,2058.0, Low,Single Family Home,137.0,2015.0,27.3097,-80.436755,1.0,Port Saint Lucie,St. Lucie County,X   (),flood_factor_low,340000,2016.0,3044,227720.0,58584.0,11716.8,0.2572633058141577,67000.0,0.19705882352941176,-8671.345454545453,-0.06020448228474597
758,"5290 NW Conley Dr, Port Saint Lucie, FL, 34986",3.0,2.0,1650.0, Low,Single Family Home,73.0,2021.0,27.368541,-80.394577,1.0,Port Saint Lucie,St. Lucie County,X   (),flood_factor_low,52000,2020.0,3044,269619.0,16685.0,16685.0,0.06188362096143076,287900.0,5.536538461538462,-3598.636363636364,5.474654840577031
956,"810 SW Munjack Cir, Port Saint Lucie, FL, 34986",3.0,2.0,1411.0, Medium,Single Family Home,14.0,2004.0,27.295143,-80.414591,1.0,Port Saint Lucie,St. Lucie County,X   (),flood_factor_low,244000,2005.0,3044,282681.0,3623.0,226.4375,0.012816567084452085,15900.0,0.0651639344262295,496.2897727272728,0.05234736734177742
27,"10318 Ashley Oaks Dr, Riverview, FL, 33578",4.0,2.0,2150.0, Medium,Single Family Home,129.0,1989.0,27.874961,-82.33304,1.0,Riverview,Hillsborough County,AE   (),flood_factor_low,216000,2007.0,506,288053.0,-13508.0,-964.8571428571428,-0.0468941479519394,101000.0,0.4675925925925926,5555.766233766234,0.514486740544532
28,"1033 Salmon Isle, Greenacres, FL, 33413",2.0,2.0,1340.0, Medium,Single Family Home,44.0,2000.0,26.661652,-80.148535,1.0,Greenacres,Palm Beach County,X   (),flood_factor_low,144000,2009.0,8229,165125.0,69814.0,5817.833333333332,0.4227948523845572,161000.0,1.1180555555555556,1500.3484848484852,0.6952607031709984
310,"1752 Hollow Glen Dr, Middleburg, FL, 32068",3.0,2.0,1433.0, Low,Single Family Home,26.0,2007.0,30.08578,-81.76677099999998,1.0,Middleburg,Clay County,X   (),flood_factor_low,208000,2007.0,753,192462.0,23305.0,1664.642857142857,0.12108883831613515,27000.0,0.12980769230769232,-437.3701298701298,0.00871885399155718
340,"1845 Alberta Ct N, Middleburg, FL, 32068",3.0,2.0,1480.0, Medium,Single Family Home,8.0,1986.0,30.099779,-81.82915600000003,1.0,Middleburg,Clay County,X   (),flood_factor_low,138000,2017.0,753,154024.0,61743.0,15435.75,0.400866098789799,52000.0,0.37681159420289856,-13072.113636363636,-0.02405450458690045
556,"3081 Zeyno Dr, Middleburg, FL, 32068",3.0,2.5,1878.0, Low,Townhome,24.0,2017.0,30.052791,-81.849928,1.0,Middleburg,Clay County,X   (),flood_factor_low,180000,2020.0,753,196691.0,19076.0,19076.0,0.09698461037871584,38000.0,0.2111111111111111,-17348.727272727272,0.11412650073239525
30,"1039 Dogwood Dr, Dunedin, FL, 34698",3.0,2.0,1405.0, Medium,Single Family Home,64.0,2014.0,28.016446,-82.749043,1.0,Dunedin,Pinellas County,X   (),flood_factor_low,35000,2009.0,698,204869.0,135443.0,11286.916666666664,0.6611200328014487,340000.0,9.714285714285714,4167.628787878788,9.053165681484264
169,"1314 Dinnerbell Ln E, Dunedin, FL, 34698",3.0,2.0,1900.0, Medium,Single Family Home,10.0,1986.0,28.025806,-82.751793,1.0,Dunedin,Pinellas County,X   (),flood_factor_low,314000,2020.0,698,309920.0,30392.0,30392.0,0.09806401652039236,131000.0,0.4171974522292994,-24437.454545454544,0.319133435708907
170,"1314 Dinnerbell Ln E, Dunedin, FL, 34698",3.0,2.0,1900.0, Medium,Single Family Home,10.0,1986.0,28.025806,-82.751793,1.0,Dunedin,Pinellas County,X   (),flood_factor_low,314000,2020.0,698,309920.0,30392.0,30392.0,0.09806401652039236,131000.0,0.4171974522292994,-24437.454545454544,0.319133435708907
219,"1441 Georgia Ave, Dunedin, FL, 34698",3.0,2.0,1500.0, Medium,Single Family Home,89.0,2021.0,28.025051,-82.76902,1.0,Dunedin,Pinellas County,X   (),flood_factor_low,153000,2020.0,698,309920.0,30392.0,30392.0,0.09806401652039236,261900.0,1.7117647058823529,-18487.454545454544,1.6137006893619603
346,"1874 Brae Moor Dr, Dunedin, FL, 34698",3.0,2.0,1833.0, Medium,Single Family Home,29.0,1980.0,28.031115000000003,-82.765303,1.0,Dunedin,Pinellas County,X   (),flood_factor_low,393000,2020.0,698,309920.0,30392.0,30392.0,0.09806401652039236,23000.0,0.05852417302798984,-29346.545454545456,-0.039539843492402534
347,"1874 Brae Moor Dr, Dunedin, FL, 34698",3.0,2.0,1833.0, Medium,Single Family Home,29.0,1980.0,28.031115000000003,-82.765303,1.0,Dunedin,Pinellas County,X   (),flood_factor_low,393000,2020.0,698,309920.0,30392.0,30392.0,0.09806401652039236,23000.0,0.05852417302798984,-29346.545454545456,-0.039539843492402534
569,"317 Mira Vista Dr, Dunedin, FL, 34698",3.0,1.0,1480.0, Medium,Single Family Home,9.0,1953.0,28.033023,-82.787359,1.0,Dunedin,Pinellas County,AE   (),flood_factor_high,278000,2017.0,698,252286.0,88026.0,22006.5,0.3489135346392586,172000.0,0.6187050359712231,-14188.318181818182,0.26979150133196445
931,"789 Patricia St, Dunedin, FL, 34698",3.0,2.0,1412.0, Medium,Single Family Home,356.0,2020.0,28.011882,-82.77538100000002,1.0,Dunedin,Pinellas County,X500   (),flood_factor_low,115000,2020.0,698,309920.0,30392.0,30392.0,0.09806401652039236,284900.0,2.4773913043478264,-17442.0,2.3793272878274334
932,"789 Patricia St, Dunedin, FL, 34698",3.0,2.0,1412.0, Medium,Single Family Home,356.0,2020.0,28.011882,-82.77538100000002,1.0,Dunedin,Pinellas County,X500   (),flood_factor_low,115000,2020.0,698,309920.0,30392.0,30392.0,0.09806401652039236,284900.0,2.4773913043478264,-17442.0,2.3793272878274334
945,"801 Scotland St, Dunedin, FL, 34698",3.0,2.0,1428.0, Medium,Single Family Home,19.0,1957.0,28.010288,-82.779474,1.0,Dunedin,Pinellas County,X   (),flood_factor_low,225000,2018.0,698,271436.0,68876.0,22958.66666666667,0.2537467395629172,214000.0,0.9511111111111112,-13231.39393939394,0.6973643715481939
31,"104 Mariner Dr Unit 104, Tarpon Springs, FL, 34689",2.0,2.0,1280.0, Low,Condo,44.0,1975.0,28.125315000000004,-82.78226,1.0,Tarpon Springs,Pinellas County,VE   (),flood_factor_high,203000,2005.0,3087,164905.0,33013.0,2063.3125,0.20019405112034205,112000.0,0.5517241379310345,3027.596590909091,0.3515300868106924
326,"1805 Mariner Dr Apt 47, Tarpon Springs, FL, 34689",2.0,2.0,1065.0, Low,Condo,120.0,1981.0,28.125301,-82.779834,1.0,Tarpon Springs,Pinellas County,AE   (),flood_factor_high,88000,1999.0,3087,90918.0,107000.0,4863.636363636364,1.1768846653028002,236900.0,2.6920454545454544,5904.545454545454,1.5151607892426542
32,"10405 Sunrise Lakes Blvd Apt 211, Sunrise, FL, 33322",2.0,2.0,850.0, Medium,Condo,36.0,1983.0,26.161986,-80.288022,1.0,Sunrise,Broward County,X500   (),flood_factor_low,65000,2020.0,952,104156.0,10005.0,10005.0,0.09605783632243944,64900.0,0.9984615384615384,-7055.0,0.9024037021390992
974,"8562 N Campanelli Blvd, Plantation, FL, 33322",2.0,2.0,1594.0, Medium,Single Family Home,10.0,1974.0,26.138564,-80.262899,1.0,Plantation,Broward County,X500   (),flood_factor_high,215000,2020.0,952,104156.0,10005.0,10005.0,0.09605783632243944,91500.0,0.4255813953488372,-5845.909090909091,0.3295235590263978
33,"10497 Ridge Rd, Seminole, FL, 33778",3.0,3.0,2065.0, Medium,Single Family Home,327.0,1949.0,27.868103,-82.79764899999998,1.0,Seminole,Pinellas County,X   (),flood_factor_low,102000,2017.0,6784,214829.0,77287.0,19321.75,0.35976055374274424,247000.0,2.42156862745098,-8094.477272727272,2.061808073708236
50,"10844 119th St, Seminole, FL, 33778",3.0,2.0,1188.0, Low,Single Family Home,78.0,1976.0,27.871586,-82.80416,1.0,Largo,Pinellas County,X   (),flood_factor_low,225000,2016.0,6784,194973.0,97143.0,19428.6,0.4982382175993599,89000.0,0.3955555555555556,-15383.145454545449,-0.10268266204380436
